,combined_chargedescription,arrest_year,X,Y,arrestnumber,age,latitude,longitude,objectid,shape,arrest_month
949,CDS ATTEMPT DIST,2019,1442352.65638216,604279.704709186,19041872.0,21.0,39.325,-76.5404,278030,0.0,3
950,CDS ATTEMPT DISTRIBUTE,2018,1432628.25739789,602702.768220878,18132430.0,26.0,39.3208,-76.5748,114562,0.0,8
951,CDS ATTEMPT DISTRIBUTION,2018,1432628.25739789,602702.768220878,18028752.0,39.0,39.3208,-76.5748,312833,0.0,2
952,CDS ATTEMPT DISTRIBUTION,2019,2814001.04753028,1204100.585146728,38067240.0,66.0,78.6386,-153.3308,588583,0.0,5
953,CDS ATTEMPT TO DIST,2018,1432628.25739789,602702.768220878,18178702.0,32.0,39.3208,-76.5748,25889,0.0,11
954,CDS ATTEMPT TO DIST.,2019,1435810.86019572,605704.561455038,19137124.0,23.0,39.329,-76.5635,88986,0.0,9
955,CDS COCAINE,2018,52160840.30508155,7342866.453041819,272215771.0,557.0,550.0897,-1071.9323,1288507,0.0,140
956,CDS COCAINE,2019,21519341.08687802,8889565.573886044,285826868.0,460.0,589.3971,-1148.5188,3794426,0.0,62
957,CDS COCAINE,2020,1433152.46810587,593453.554886557,20034972.0,23.0,39.2954,-76.5731,287425,0.0,3
958,CDS COCAINE DIST,2019,4304671.35722958,1779037.700498309,57062232.0,83.0,117.88250000000001,-229.7009,962479,0.0,6
959,CDS CON DIST COCAINE,2019,1419120.35038138,592116.919427319,19128124.0,34.0,39.2919,-76.6227,107274,0.0,9
960,CDS CON DIST HEROIN,2020,1415513.55257378,595198.271790641,20076287.0,21.0,39.3004,-76.6354,200395,0.0,6
961,CDS CONS DIST,2018,2873787.07336949,1184868.2457730179,36132632.0,59.0,78.58510000000001,-153.1198,485986,0.0,9
962,CDS CONSP,2020,1434234.48384842,604057.988666961,20024538.0,47.0,39.3245,-76.5691,309508,0.0,2
963,CDS CONSP DIST,2018,1441731.14160586,587157.375529007,18071559.0,20.0,39.278,-76.5429,233560,0.0,5
964,CDS CONSPIRACY,2018,5712553.2518034,2389259.608917081,72453159.0,132.0,157.2242,-306.36310000000003,598932,0.0,29
965,CDS CONSPIRACY,2019,4286866.812525719,1797721.630434961,57122044.0,91.0,117.934,-229.76350000000002,842119,0.0,9
966,CDS CONSPIRACY,2020,1426374.65269564,602965.789198529,20109245.0,52.0,39.3216,-76.5969,144431,0.0,7
967,CDS DIS,2018,4308413.47736941,1784411.978767884,54241401.0,93.0,117.8972,-229.68760000000003,646206,0.0,16
968,CDS DISS,2018,4305676.18628812,1776348.957328067,54367620.0,108.0,117.8751,-229.69740000000002,395520,0.0,23
969,CDS DISS,2020,2876446.0996016003,1179379.982963594,40218141.0,49.0,78.57,-153.1105,319223,0.0,14
970,CDS DISS,2021,1434770.8113675,592368.462171193,21160154.0,28.0,39.2924,-76.5674,18497,0.0,12
971,CDS DIST,2018,251429767.20981058,76239548.74502824,2426188149.0,3974.0,5148.7867,-10032.6774,22119149,0.0,917
972,CDS DIST,2019,285673616.2234753,76702993.24797083,2633574787.0,3971.0,5228.0047,-10188.2698,27067190,0.0,800
973,CDS DIST,2020,80821289.25113519,34102425.683384106,1163018633.0,1856.0,2240.6045,-4367.7311,14781741,0.0,226
974,CDS DIST,2021,86817805.46450458,7745003.398207413,379239068.0,508.0,629.1344,-1226.0661,3949660,0.0,92
975,CDS DIST,2022,21484572.09472515,8998904.953474049,330646261.0,499.0,589.6976999999999,-1148.6398,3832645,0.0,57
976,CDS DIST COCAINE,2018,11349806.98956697,4775976.174228084,144970556.0,259.0,314.4424,-612.9922,1077768,0.0,61
977,CDS DIST COCAINE,2019,1419458.47155074,592482.555126273,19104336.0,43.0,39.2929,-76.6215,155838,0.0,7
978,CDS DIST COCAINE,2020,2826200.83276527,1186881.009881397,40036774.0,37.0,78.5912,-153.2879,643990,0.0,3
979,CDS DIST COCAINE/HEROIN,2019,1415422.98615076,596618.434039834,19032273.0,20.0,39.3043,-76.6357,296443,0.0,3
980,CDS DIST CONS,2019,1432358.68221877,593741.244774626,19033018.0,22.0,39.2962,-76.5759,295333,0.0,3
981,CDS DIST CONSP,2019,1405517.93447501,612498.049969154,19066076.0,30.0,39.348,-76.6705,233474,0.0,5
982,CDS DIST FENXANYL,2020,1413766.43967088,586085.472914914,20054812.0,27.0,39.2754,-76.6417,237619,0.0,4
983,CDS DIST HEROIN,2018,1411296.98132697,587787.798151438,18053373.0,32.0,39.2801,-76.6504,265773,0.0,4
984,CDS DIST HEROIN,2019,14142244.76235573,5955355.642130514,190766448.0,390.0,393.0134,-766.3995,2107125,0.0,51
985,CDS DIST HEROIN,2020,2826828.12051218,1185754.2325687278,40089602.0,76.0,78.5881,-153.2857,529252,0.0,7
986,CDS DIST MARIJUANA,2018,1419516.58693961,592118.56013132,18155538.0,26.0,39.2919,-76.6213,67253,0.0,10
987,CDS DIST MARIJUANA,2019,1410749.84682271,590226.080153286,19096786.0,21.0,39.2868,-76.6523,171874,0.0,7
988,CDS DIST NARCO,2018,1413185.47075158,589871.236752825,18007178.0,21.0,39.2858,-76.6437,348238,0.0,1
989,CDS DIST NARCOTICS,2018,2845713.72229526,1164159.5813836418,36304391.0,43.0,78.52860000000001,-153.2193,150070,0.0,19
990,CDS DIST NOT MARIJUANA,2020,1431110.09632788,594463.948880157,20060378.0,26.0,39.2982,-76.5803,227556,0.0,5
991,CDS DIST-NARC,2018,0.0,0.0,542803870.0,891.0,0.0,0.0,5680774,0.0,181
992,CDS DIST-NARC,2019,0.0,0.0,363097951.0,648.0,0.0,0.0,2716766,0.0,143
993,CDS DIST-NARC,2020,0.0,0.0,220766865.0,281.0,0.0,0.0,2451084,0.0,55
994,CDS DIST-NARC,2021,0.0,0.0,274190744.0,380.0,0.0,0.0,2208180,0.0,89
995,CDS DIST-NARC,2022,0.0,0.0,44059576.0,52.0,0.0,0.0,576199,0.0,6
996,CDS DIST.,2018,61982390.80832425,11598821.462641545,398438567.0,723.0,825.4395,-1608.6861999999999,3418787,0.0,154
997,CDS DIST.,2019,69060975.45054075,14630030.33071996,515511531.0,827.0,1022.093,-1991.8587,4805445,0.0,172
998,CDS DIST.,2020,15550605.38688522,6558985.660648527,220397834.0,376.0,432.337,-843.0601,3150189,0.0,33
999,CDS DIST.,2021,2834679.23924113,1190156.482010983,42190807.0,68.0,78.6001,-153.2579,330218,0.0,14
1000,CDS DIST. COCAINE,2018,4274762.49692828,1785540.098490864,54418736.0,104.0,117.9007,-229.8065,303117,0.0,26
1001,CDS DIST. COCAINE,2019,8504277.95878429,3566937.2233715267,114631274.0,199.0,235.79059999999998,-459.7729,917444,0.0,42
1002,CDS DIST. COCAINE/HEROIN,2018,1416148.91774167,599061.732420984,18001236.0,19.0,39.311,-76.6331,359964,0.0,1
1003,CDS DIST. COCAINE/HEROIN,2019,1413858.16721881,598761.2370321,19161037.0,39.0,39.3102,-76.6412,40750,0.0,11
1004,CDS DIST. HEROIN,2018,2830813.16747918,1194365.8727487149,36279562.0,79.0,78.6117,-153.2715,207911,0.0,18
1005,CDS DIST. HEROIN,2019,9903553.42302548,4181702.292009152,133835738.0,284.0,275.1449,-536.4654,876554,0.0,58
1006,CDS DIST. HEROIN,2020,2831725.65143148,1192621.188909184,40155091.0,66.0,78.6069,-153.2683,395574,0.0,12
1007,CDS DIST. MARIJUANA,2018,7126259.6640754305,2996168.045053598,90364755.0,130.0,196.5568,-383.0046,1144774,0.0,24
1008,CDS DIST. MARIJUANA,2019,1415104.03126709,598547.621199184,19126518.0,20.0,39.3096,-76.6368,112473,0.0,8
1009,CDS DIST. MARIJUANA,2020,1418856.61612524,594301.248262293,20002563.0,33.0,39.2979,-76.6236,356769,0.0,1
1010,CDS DIST. MARIJUANA/COCAINE,2018,1416148.91774167,599061.732420984,18146103.0,39.0,39.311,-76.6331,86085,0.0,9
1011,CDS DIST.HEROIN,2019,1412250.69909217,590049.722700247,19138466.0,26.0,39.2863,-76.647,87013,0.0,9
1012,CDS DIST.OF MARIJUANA,2018,1432937.58757856,603104.874923161,18164777.0,28.0,39.3219,-76.5737,51026,0.0,10
1013,CDS DIST/ HEROIN,2019,1414708.17192858,591334.165704796,19132971.0,31.0,39.2898,-76.6383,98298,0.0,9
1014,CDS DIST/COCAINE,2018,1414961.25100447,598874.867458058,18118130.0,63.0,39.3105,-76.6373,143565,0.0,7
1015,CDS DIST/COCAINE,2019,1412584.13947004,591653.649105246,19074527.0,27.0,39.2907,-76.6458,216689,0.0,5
1016,CDS DIST/PWID,2018,1425967.81657295,592546.787794794,18183002.0,22.0,39.293,-76.5985,18603,0.0,12
1017,CDS DIST/PWID,2022,1444689.46551474,606477.025049343,22063282.0,20.0,39.331,-76.5321,212461,0.0,5
1018,CDS DIST: COCAINE,2018,2825840.53377216,1177846.400937184,36378703.0,50.0,78.5664,-153.2893,15816,0.0,24
1019,CDS DIST:SCHOOL PROP/BUS,2019,0.0,0.0,19167830.0,19.0,0.0,0.0,28860,0.0,11
1020,CDS DISTBUTION,2019,1416828.86951892,591852.585199728,19045069.0,30.0,39.2912,-76.6308,271737,0.0,3
1021,CDS DISTIBUTION,2022,0.0,0.0,22094479.0,30.0,0.0,0.0,141285,0.0,8
1022,CDS DISTR,2022,1401424.4557617,610407.425953181,22112213.0,51.0,39.3423,-76.685,99240,0.0,9
1023,CDS DISTRBUTION,2018,1429958.35726346,598793.110989254,18189321.0,27.0,39.3101,-76.5843,8696,0.0,12
1024,CDS DISTRIB COCAINE,2018,1401987.4511648,611174.28038296,18033456.0,51.0,39.3444,-76.683,303188,0.0,2
1025,CDS DISTRIBATION,2019,1430235.62069587,593840.739991259,19163052.0,25.0,39.2965,-76.5834,37979,0.0,11
1026,CDS DISTRIBUTE - OTHER,2018,0.0,0.0,54327887.0,81.0,0.0,0.0,472169,0.0,22
1027,CDS DISTRIBUTE - OTHER,2020,0.0,0.0,40164779.0,50.0,0.0,0.0,404637,0.0,11
1028,CDS DISTRIBUTE - OTHER,2021,0.0,0.0,21015234.0,38.0,0.0,0.0,332290,0.0,1
1029,CDS DISTRIBUTION,2018,136102359.88614568,42630701.50396203,1376025410.0,2258.0,2869.2779,-5591.9121000000005,12574667,0.0,521
1030,CDS DISTRIBUTION,2019,225286774.8006459,51532767.02339411,1794476685.0,2745.0,3576.927,-6972.8907,17229490,0.0,589
1031,CDS DISTRIBUTION,2020,165767059.4716505,26440093.353308342,1063548805.0,1599.0,1926.0523,-3754.4458,12122990,0.0,257
1032,CDS DISTRIBUTION,2021,29705738.2430406,12652696.666741597,464196362.0,745.0,825.73,-1609.4121,3352887,0.0,160
1033,CDS DISTRIBUTION,2022,60479290.1913634,11072116.253758661,507537269.0,721.0,786.3281,-1532.3594,4661424,0.0,128
1034,CDS DISTRIBUTION COCAINE,2018,1412282.10337697,589248.527534824,18072870.0,27.0,39.2841,-76.6469,230552,0.0,5
1035,CDS DISTRIBUTION COCAINE,2019,1412282.10337697,589248.527534824,19181895.0,28.0,39.2841,-76.6469,2329,0.0,12
1036,CDS DISTRIBUTION HEROIN FENTAN,2020,1412145.49849415,587973.178722162,20054761.0,25.0,39.2806,-76.6474,237620,0.0,4
1037,CDS DISTRIBUTION MDMA,2020,1414766.65598243,590860.891483524,20187509.0,35.0,39.2885,-76.6381,17677,0.0,12
1038,CDS DISTRIBUTION NARCOTICS,2019,1428936.03222851,568229.242002554,19068062.0,33.0,39.2262,-76.5884,229494,0.0,5
1039,CDS DISTRIBUTION OF COCAINE,2018,1422803.11481682,591331.083663995,18148923.0,25.0,39.2897,-76.6097,80210,0.0,10
1040,CDS DISTRIBUTION/COCAINE,2018,1416729.04822868,588537.641066117,18156981.0,45.0,39.2821,-76.6312,65307,0.0,10
1041,CDS DISTRIBUTION/COCAINE,2019,2827310.70962141,1178325.835398959,38271059.0,78.0,78.5677,-153.2841,184747,0.0,18
1042,CDS DISTRIBUTION/HEROIN,2018,1415986.06510063,590282.977938418,18163709.0,20.0,39.2869,-76.6338,52938,0.0,10
1043,CDS DISTRIBUTION/HEROIN,2019,1410749.84682271,590226.080153286,19098045.0,20.0,39.2868,-76.6523,167053,0.0,7
1044,CDS DISTROBUTION,2021,1427538.30921918,602133.202649163,21108497.0,57.0,39.3193,-76.5928,139190,0.0,8
1045,CDS DISTRUBTION,2019,1413661.38578264,598432.650519713,19136854.0,53.0,39.3093,-76.6419,90975,0.0,9
1046,CDS DISTRUBUTION,2018,1415508.31560767,596509.503577135,18015860.0,22.0,39.304,-76.6354,333494,0.0,1
1047,CDS DITRIBUTION,2020,1413744.84288462,598797.215636845,20039006.0,45.0,39.3103,-76.6416,275856,0.0,3
1048,CDS DSIT,2020,1413661.38578264,598432.650519713,20028762.0,24.0,39.3093,-76.6419,299550,0.0,3
1049,CDS HERION,2018,5731015.0696845,2375919.47105528,72638011.0,177.0,157.1874,-306.298,248887,0.0,41
1050,CDS HERION,2019,1443553.40708101,590663.23504935,19119121.0,30.0,39.2876,-76.5364,126657,0.0,8
1051,CDS HEROIN,2018,11482932.60944439,4726156.520759808,163525303.0,286.0,314.30400000000003,-612.5226,383180,0.0,96
1052,CDS HEROIN,2019,40660495.20222484,2606539.7880445467,133395607.0,277.0,235.758,-459.4714,1755502,0.0,29
1053,CDS INT,2020,1412136.93623159,597516.122206671,20160181.0,39.0,39.3068,-76.6473,59368,0.0,10
1054,CDS INTENT TO DIST.,2020,1412756.34832403,598319.844919262,20189248.0,31.0,39.309,-76.6451,15164,0.0,12
1055,CDS INTENT TO DISTRIBUTE,2018,1413435.87558232,598213.224391323,18074285.0,20.0,39.3087,-76.6427,228622,0.0,5
1056,CDS INVESTIGATION,2019,1419458.47155074,592482.555126273,19092713.0,25.0,39.2929,-76.6215,179848,0.0,6
1057,CDS IOLATION,2019,1430759.30838279,596902.73118084,19025458.0,20.0,39.3049,-76.5815,310693,0.0,2
1058,CDS MANUF/DIST-NARC,2019,0.0,0.0,19070077.0,39.0,0.0,0.0,226592,0.0,5
1059,CDS MARIJAUA,2018,1402601.52861261,589212.896905664,18058426.0,29.0,39.2841,-76.6811,257391,0.0,4
1060,CDS MARIJUANA,2018,39110247.83378016,2021595.101785002,108681671.0,159.0,196.4873,-383.31190000000004,904750,0.0,44
1061,CDS MARIJUANA,2019,1432358.68221877,593741.244774626,19008477.0,26.0,39.2962,-76.5759,346203,0.0,1
1062,CDS MARIJUANA +10 GRAMS,2018,1402900.12474709,592856.289351204,18062794.0,19.0,39.2941,-76.68,249090,0.0,4
1063,CDS MARIJUANA +10GRMS,2018,1398869.06600262,588034.57949341,18055911.0,24.0,39.2809,-76.6943,262525,0.0,4
1064,CDS MARIJUANA DIST,2019,1431536.27746774,594101.674432185,19054079.0,25.0,39.2972,-76.5788,256243,0.0,4
1065,CDS METHYLENEDIOXYMETHAMPHETAM,2019,1430774.50325915,593588.238850797,19024692.0,19.0,39.2958,-76.5815,312800,0.0,2
1066,CDS MJ PWID,2018,1428511.0779074,593432.266843674,18017574.0,45.0,39.2954,-76.5895,331424,0.0,1
1067,CDS MOLLY,2019,1430571.22863849,594716.443204283,19043779.0,32.0,39.2989,-76.5822,273776,0.0,3
1068,CDS NARC  PWID,2018,1422995.82910814,572756.014755626,18118771.0,26.0,39.2387,-76.6093,142541,0.0,8
1069,CDS NARC PWID,2018,1413982.93835059,581424.13881015,18083466.0,28.0,39.2626,-76.641,212631,0.0,5
1070,CDS NON MARIJ,2019,1411406.30067878,588808.073298459,19032272.0,23.0,39.2829,-76.65,296440,0.0,3
1071,CDS NOT MARIJUANA,2018,9976427.62105645,4098713.221065024,126719906.0,240.0,274.9162,-536.2091,1207942,0.0,47
1072,CDS NOT MARIJUANA,2019,7111298.40834141,2938327.671087443,95339543.0,168.0,196.3982,-383.0584,1135295,0.0,24
1073,CDS NOT MARJ.,2018,1413547.63213229,598577.899569508,18047040.0,27.0,39.3097,-76.6423,278083,0.0,3
1074,CDS OBTAINED BY ALTERED PRESCR,2018,1415410.13783832,606926.336949108,18057594.0,31.0,39.3326,-76.6356,258405,0.0,4
1075,CDS OBTN BY ALTER PRESCRIP,2019,0.0,0.0,19066031.0,33.0,0.0,0.0,233469,0.0,5
1076,CDS OBTN BY MAKE FRGE PRES,2018,0.0,0.0,18088392.0,25.0,0.0,0.0,201557,0.0,6
1077,CDS P,2019,1417543.12739787,576302.714051671,19163067.0,20.0,39.2485,-76.6285,37971,0.0,11
1078,CDS PARAPHENALIA,2019,1401927.34845596,612193.946693628,19050770.0,31.0,39.3472,-76.6832,261411,0.0,4
1079,CDS PARAPHERNALIA,2020,1402131.90017625,610300.604551978,20026715.0,53.0,39.342,-76.6825,304177,0.0,2
1080,CDS POCESSION,2018,1423849.62771944,571812.683804686,18162411.0,34.0,39.2361,-76.6063,55686,0.0,10
1081,CDS POCESSION,2019,32070835.9419795,-948896.130248216,19070927.0,47.0,0.0,0.0,223615,0.0,5
1082,CDS POCESSION,2020,1422797.87356556,572682.322193359,20010791.0,33.0,39.2385,-76.61,338747,0.0,1
1083,CDS POS,2018,1432453.91386651,591519.842265599,18154627.0,37.0,39.2901,-76.5756,70187,0.0,10
1084,CDS POS,2019,1429831.95585116,595477.969048064,19096944.0,28.0,39.301,-76.5848,171035,0.0,7
1085,CDS POSESSION W/ INT,2018,1403876.38614724,612856.418568364,18017565.0,29.0,39.349,-76.6763,331443,0.0,1
1086,CDS POSS,2018,422297017.973672,105060678.94080912,3475515952.0,6650.0,7232.0477,-14095.6504,33267242,0.0,1269
1087,CDS POSS,2019,268411010.22501767,69276457.53505152,2423756875.0,4341.0,4755.623,-9269.626,24677102,0.0,741
1088,CDS POSS,2020,36943064.11364826,15447947.017322559,521541528.0,864.0,1021.734,-1992.027,6315649,0.0,112
1089,CDS POSS,2021,5671871.99602857,2388814.576442319,84122967.0,113.0,157.2235,-306.5068,1195437,0.0,10
1090,CDS POSS,2022,2809756.96892987,1211077.584211613,44260516.0,60.0,78.65780000000001,-153.3457,116712,0.0,21
1091,CDS POSS (COCAINE),2018,1407463.40197155,606422.326802258,18188737.0,46.0,39.3313,-76.6637,9538,0.0,12
1092,CDS POSS (COCAINE/HEROIN),2018,1403339.58173513,612708.824111832,18020937.0,23.0,39.3486,-76.6782,324826,0.0,2
1093,CDS POSS (MARIJUANA),2018,1404301.36305628,612639.38408607,18007295.0,27.0,39.3484,-76.6748,347286,0.0,1
1094,CDS POSS (NOT MARIJUANA),2019,2850765.84106731,1142000.024456397,38305856.0,70.0,78.4677,-153.2018,115015,0.0,20
1095,CDS POSS COCAINE,2018,14254870.30635299,6025485.461367505,180900623.0,390.0,393.2045,-766.0005,1963323,0.0,58
1096,CDS POSS COCAINE,2019,21231975.38954625,8944569.54910403,286106580.0,463.0,589.5515,-1149.5334,3243446,0.0,78
1097,CDS POSS COCAINE,2020,1431023.87069491,600910.571179712,20016564.0,60.0,39.3159,-76.5805,325723,0.0,2
1098,CDS POSS COCAINE / HEROIN,2019,32070835.9419795,-948896.130248216,19026762.0,43.0,0.0,0.0,308499,0.0,2
1099,CDS POSS HEROIN,2018,8560915.951739319,3634837.325914958,108484979.0,280.0,235.97629999999998,-459.5717,1270605,0.0,31
1100,CDS POSS HEROIN,2019,12729421.90052935,5331211.242548801,171717605.0,376.0,353.6335,-689.755,1832735,0.0,49
1101,CDS POSS HEROIN,2020,2823960.06612674,1188256.3036084431,40052804.0,106.0,78.595,-153.29579999999999,608992,0.0,5
1102,CDS POSS HEROIN/COCAINE,2019,1411406.30067878,588808.073298459,19151270.0,19.0,39.2829,-76.65,60426,0.0,10
1103,CDS POSS INTENT DIST.,2018,1426758.98599043,592841.668841367,18162940.0,20.0,39.2938,-76.5957,53803,0.0,10
1104,CDS POSS MARIJUANA,2018,4270996.64866396,1818963.531665792,54257451.0,69.0,117.9925,-229.8193,608193,0.0,17
1105,CDS POSS MARIJUANA 10+,2018,1404952.19805926,612532.438329395,18151145.0,22.0,39.3481,-76.6725,77207,0.0,10
1106,CDS POSS NARC,2019,1425577.60307754,571783.770747822,19054681.0,37.0,39.236,-76.6002,254155,0.0,4
1107,CDS POSS NOT MARIJUANA,2018,4225701.232182831,1789777.122029534,54170896.0,123.0,117.91290000000001,-229.9798,778809,0.0,11
1108,CDS POSS NOT MARIJUANA,2019,2846249.95910364,1195565.59958857,38219712.0,124.0,78.6148,-153.2169,288887,0.0,15
1109,CDS POSS NOT MARIJUANA,2020,1434290.35931799,592220.495088062,20048486.0,40.0,39.292,-76.5691,252045,0.0,4
1110,CDS POSS OF COCAINE/HEROIN,2018,1416181.75205071,597932.727534475,18051049.0,45.0,39.3079,-76.633,270762,0.0,3
1111,CDS POSS OF HERION,2019,1412761.46089715,589723.891359712,19011588.0,36.0,39.2854,-76.6452,338819,0.0,1
1112,CDS POSS OTHER,2018,1411893.99490667,601813.191055825,18010895.0,24.0,39.3186,-76.6481,341839,0.0,1
1113,CDS POSS PARAPHERNALIA,2018,1444694.53031107,588920.718326341,18105947.0,29.0,39.2828,-76.5324,167085,0.0,7
1114,CDS POSS PARAPHERNELIA,2018,1426611.60856563,613347.713449614,18141557.0,41.0,39.3501,-76.5959,94242,0.0,9
1115,CDS POSS PWID,2019,1432357.15932152,594069.051250261,19081815.0,25.0,39.2971,-76.5759,201479,0.0,6
1116,CDS POSS W INT,2018,2821178.28367165,1183146.3053653599,36112203.0,55.0,78.58099999999999,-153.3057,518880,0.0,8
1117,CDS POSS W INT,2019,1402025.22195986,608442.608066139,19031351.0,25.0,39.3369,-76.6829,298493,0.0,3
1118,CDS POSS W INTENT,2018,1402025.22195986,608442.608066139,18181531.0,22.0,39.3369,-76.6829,20360,0.0,12
1119,CDS POSS W.INTENT,2018,1401927.34845596,612193.946693628,18155239.0,21.0,39.3472,-76.6832,69162,0.0,10
1120,CDS POSS W/ INT,2018,11296216.35853002,4743265.315301638,144576106.0,304.0,314.3532,-613.182,1847711,0.0,37
1121,CDS POSS W/ INT,2019,5694209.54684321,2385192.036510246,76279037.0,86.0,157.2133,-306.4279,897681,0.0,21
1122,CDS POSS W/ INTENT,2018,1402065.33332668,613177.877627008,18048425.0,26.0,39.3499,-76.6827,275936,0.0,3
1123,CDS POSS W/ INTENT,2020,1416344.34772888,592688.3725909,20052554.0,49.0,39.2935,-76.6325,243870,0.0,4
1124,CDS POSS W/ INTENT DISTRIBUTIO,2021,1411385.49349254,594235.100075096,21132263.0,53.0,39.2978,-76.65,86920,0.0,9
1125,CDS POSS W/ INTENT TO DIST.,2019,1413805.29656948,597814.011766479,19048446.0,25.0,39.3076,-76.6414,265670,0.0,4
1126,CDS POSS W/ INTENT TO DISTRIBU,2022,1410749.84682271,590226.080153286,22157070.0,31.0,39.2868,-76.6523,705,0.0,12
1127,CDS POSS W/ INTENT\,2019,1435680.38105305,603409.221200903,19050231.0,35.0,39.3227,-76.564,262513,0.0,4
1128,CDS POSS W/I,2018,2838941.3010175703,1197833.575875907,36302010.0,95.0,78.6211,-153.2427,156748,0.0,19
1129,CDS POSS W/I DIST NARC,2021,1427556.36278628,604427.994129972,21070517.0,33.0,39.3256,-76.5927,217588,0.0,5
1130,CDS POSS W/I HEROIN,2019,1413074.23845278,589360.874047866,19096100.0,20.0,39.2844,-76.6441,172848,0.0,7
1131,CDS POSS W/INENT TO DISTRIBUTE,2019,1413576.92697615,598323.04809263,19056236.0,23.0,39.309,-76.6422,251089,0.0,4
1132,CDS POSS W/INT,2018,8448303.9137638,3575208.467525118,108366784.0,175.0,235.8139,-459.9706,1511966,0.0,23
1133,CDS POSS W/INT,2021,1423264.98607403,608998.635923343,21052658.0,41.0,39.3382,-76.6078,254095,0.0,4
1134,CDS POSS W/INT COCAINE,2018,1402211.42264643,611830.692911117,18164824.0,32.0,39.3462,-76.6822,51020,0.0,10
1135,CDS POSS W/INT TO DIST,2018,0.0,0.0,433955745.0,673.0,0.0,0.0,5094060,0.0,126
1136,CDS POSS W/INT TO DIST,2019,0.0,0.0,343490251.0,540.0,0.0,0.0,3561934,0.0,105
1137,CDS POSS W/INT TO DIST,2020,0.0,0.0,220885261.0,326.0,0.0,0.0,2222949,0.0,62
1138,CDS POSS W/INT TO DIST,2021,0.0,0.0,316420221.0,429.0,0.0,0.0,2461509,0.0,103
1139,CDS POSS W/INT TO DIST,2022,1416716.09935051,591742.858654476,353353902.0,424.0,39.2909,-76.6312,2589720,0.0,109
1140,CDS POSS W/INTENT,2018,1413151.77895512,598503.504004674,18028723.0,18.0,39.3095,-76.6437,312847,0.0,2
1141,CDS POSS W/INTENT,2019,4287806.71623113,1785559.656931092,57281159.0,115.0,117.9006,-229.7604,528993,0.0,19
1142,CDS POSS W/INTENT,2022,1412817.89879704,597045.253837222,22075276.0,21.0,39.3055,-76.6449,183934,0.0,6
1143,CDS POSS W/INTENT DISTRIB,2022,1415366.3907883,596618.208249985,22131488.0,36.0,39.3043,-76.6359,53676,0.0,10
1144,CDS POSS W/INTENT TO DIST,2018,1426362.92127309,592803.494119537,18034224.0,32.0,39.2937,-76.5971,302156,0.0,2
1145,CDS POSS W/INTENT TO DIST,2020,2814608.98532299,1200387.6516183321,40046042.0,78.0,78.6284,-153.3287,625656,0.0,4
1146,CDS POSS W/INTENT TO DISTRBUTE,2019,1424174.69162264,614466.194289322,19036085.0,29.0,39.3532,-76.6045,288613,0.0,3
1147,CDS POSS W/INTENT TO DISTRIBUT,2018,1401819.65436957,610627.337053653,18034916.0,34.0,39.3429,-76.6836,301088,0.0,2
1148,CDS POSS W/INTENT TO DISTRIBUT,2019,2835809.73477506,1210303.84748117,38297796.0,73.0,78.6554,-153.2536,132012,0.0,20
1149,CDS POSS W/INTENT TO DISTRIBUT,2020,2827644.32139582,1194244.0935227699,40080043.0,53.0,78.6114,-153.2827,554986,0.0,7
1150,CDS POSS W/INTENT TO DISTRIBUT,2021,1421813.5476699,617770.6888014,21163230.0,22.0,39.3623,-76.6128,11749,0.0,12
1151,CDS POSS WITH INTENT,2019,4239242.78627766,1799928.356711009,57233528.0,83.0,117.9406,-229.9318,625426,0.0,16
1152,CDS POSS WITH INTENT,2020,1422589.0937369,614932.889550073,20171143.0,23.0,39.3545,-76.6101,42496,0.0,11
1153,CDS POSS WITH INTENT.,2019,1423300.3138134,607359.702789796,19112802.0,38.0,39.3337,-76.6077,138293,0.0,8
1154,CDS POSS.,2018,36937936.11786787,15508495.347836467,470240696.0,966.0,1021.9003,-1992.0443,5274057,0.0,145
